Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Anti-fragile Cloud Solutions","Anti-fragile ICT Systems","","","","10.1007/978-3-319-30070-2_5","Kjell Jørgen Hole","2016","http://link.springer.com/chapter/10.1007/978-3-319-30070-2_5","Chapter"
"A Systematic Literature Review on Microservices","Computational Science and Its Applications – ICCSA 2017","","","","10.1007/978-3-319-62407-5_14","Hulya VuralMurat KoyuncuSinem Guney","2017","http://link.springer.com/chapter/10.1007/978-3-319-62407-5_14","Chapter"
"The Green Computing Continuum: The OPERA Perspective","Hardware Accelerators in Data Centers","","","","10.1007/978-3-319-92792-3_4","A. SciontiO. TerzoP. RuiuG. GiordanengoS. CicciaG. UrliniJ. NiderM. RapoportC. PetrieR. ChamberlainG. RenaudD. TsafrirI. YanivD. Harryvan","2019","http://link.springer.com/chapter/10.1007/978-3-319-92792-3_4","Chapter"
"Designing the New Digital Innovation Environment","CIOs and the Digital Transformation","","","","10.1007/978-3-319-31026-8_9","Massimo Messina","2018","http://link.springer.com/chapter/10.1007/978-3-319-31026-8_9","Chapter"
"Streaming Microservices","Encyclopedia of Big Data Technologies","","","","10.1007/978-3-319-63962-8_198-1","Ted DunningEllen Friedman","2018","http://link.springer.com/referenceworkentry/10.1007/978-3-319-63962-8_198-1","ReferenceWorkEntry"
"EJB, Web Services, and Microservices","Beginning EJB in Java EE 8","","","","10.1007/978-1-4842-3573-7_6","Jonathan WetherbeeMassimo NardoneChirag RathodRaghu Kodali","2018","http://link.springer.com/chapter/10.1007/978-1-4842-3573-7_6","Chapter"
"Deploying and Running Microservices","Microservices From Day One","","","","10.1007/978-1-4842-1937-9_10","Cloves Carneiro Jr.Tim Schmelmer","2016","http://link.springer.com/chapter/10.1007/978-1-4842-1937-9_10","Chapter"
"Modelling the Dynamic Reconfiguration of Application Topologies, Faults Included","Coordination Models and Languages","","","","10.1007/978-3-319-59746-1_10","Antonio BrogiAndrea CancianiJacopo Soldani","2017","http://link.springer.com/chapter/10.1007/978-3-319-59746-1_10","Chapter"
"Building RESTful Services","Web Development with Go","","","","10.1007/978-1-4842-1052-9_9","Shiju Varghese","2015","http://link.springer.com/chapter/10.1007/978-1-4842-1052-9_9","Chapter"
"Engineering Web Applications Using Real-Time Collaborative Modeling","Collaboration and Technology","","","","10.1007/978-3-319-63874-4_16","Peter de LangePetru NicolaescuRalf KlammaMatthias Jarke","2017","http://link.springer.com/chapter/10.1007/978-3-319-63874-4_16","Chapter"
"DevOps Using PowerShell, ARM, and VSTS","Business in Real-Time Using Azure IoT and Cortana Intelligence Suite","","","","10.1007/978-1-4842-2650-6_2","Bob FamiliarJeff Barnes","2017","http://link.springer.com/chapter/10.1007/978-1-4842-2650-6_2","Chapter"
"A Prototype of Evacuation Support Systems Based on the Ant Colony Optimization Algorithm","Information Systems Architecture and Technology: Proceedings of 39th International Conference on Information Systems Architecture and Technology – ISAT 2018","","","","10.1007/978-3-319-99981-4_30","Yasushi KambayashiKota KonishiRikiya SatoKohei AzechiMunehiro Takimoto","2019","http://link.springer.com/chapter/10.1007/978-3-319-99981-4_30","Chapter"
"Agile cryptographic solutions for the cloud","e & i Elektrotechnik und Informationstechnik","","134","7","10.1007/s00502-017-0519-x","Thomas LorünserStephan KrennChristoph StriecksThomas Länger","2017","http://link.springer.com/article/10.1007/s00502-017-0519-x","Article"
"A Framework to Support Interoperability in IoT and Facilitate the Development and Deployment of Highly Distributed Cloud Applications","Interoperability, Safety and Security in IoT","","","","10.1007/978-3-319-52727-7_6","Nikos KoutsourisApostolos VoulkidisKostas Tsagkaris","2017","http://link.springer.com/chapter/10.1007/978-3-319-52727-7_6","Chapter"
"Account Handling","Practical JSF in Java EE 8","","","","10.1007/978-1-4842-3030-5_33","Michael Müller","2018","http://link.springer.com/chapter/10.1007/978-1-4842-3030-5_33","Chapter"
"GT-WGS: an efficient and economic tool for large-scale WGS analyses based on the AWS cloud service","BMC Genomics","","19","1","10.1186/s12864-017-4334-x","Yiqi WangGen LiMark MaFazhong HeZhuo SongWei ZhangChengkun Wu","2018","http://link.springer.com/article/10.1186/s12864-017-4334-x","Article"
"Specifying Software Services for Fog Computing Architectures Using Recursive Model Transformations","Fog Computing","","","","10.1007/978-3-319-94890-4_8","Nuno SantosHelena RodriguesJaime PereiraFrancisco MoraisRaquel MartinsNuno FerreiraRicardo AbreuRicardo J. Machado","2018","http://link.springer.com/chapter/10.1007/978-3-319-94890-4_8","Chapter"
"Cloud Software Performance Metrics Collection and Aggregation for Auto-Scaling Module","Information and Software Technologies","","","","10.1007/978-3-319-99972-2_10","Aurimas CholomskisOlesia PozdniakovaDalius Mažeika","2018","http://link.springer.com/chapter/10.1007/978-3-319-99972-2_10","Chapter"
"Domain Objects and Microservices for Systems Development: A Roadmap","Proceedings of 5th International Conference in Software Engineering for Defence Applications","","","","10.1007/978-3-319-70578-1_10","Kizilov MikhailAntonio BucchiaroneManuel MazzaraLarisa SafinaVictor Rivera","2018","http://link.springer.com/chapter/10.1007/978-3-319-70578-1_10","Chapter"
"Microservices: The What and the Why","Microservices From Day One","","","","10.1007/978-1-4842-1937-9_1","Cloves Carneiro Jr.Tim Schmelmer","2016","http://link.springer.com/chapter/10.1007/978-1-4842-1937-9_1","Chapter"
"Generic Web Framework for Environmental Data Visualization","Advances and New Trends in Environmental Informatics","","","","10.1007/978-3-319-44711-7_23","Eric BraunClemens DüpmeierDaniel KimmigWolfgang SchillingerKurt Weissenbach","2017","http://link.springer.com/chapter/10.1007/978-3-319-44711-7_23","Chapter"
"Service Fabric","Microservices, IoT, and Azure","","","","10.1007/978-1-4842-1275-2_8","Bob Familiar","2015","http://link.springer.com/chapter/10.1007/978-1-4842-1275-2_8","Chapter"
"Testing with Services","Microservices From Day One","","","","10.1007/978-1-4842-1937-9_9","Cloves Carneiro Jr.Tim Schmelmer","2016","http://link.springer.com/chapter/10.1007/978-1-4842-1937-9_9","Chapter"
"Agile Services","Managing Software Crisis: A Smart Way to Enterprise Agility","","","","10.1007/978-3-319-77917-1_3","Sergey V. Zykov","2018","http://link.springer.com/chapter/10.1007/978-3-319-77917-1_3","Chapter"
"Discovering Microservices in Enterprise Systems Using a Business Object Containment Heuristic","On the Move to Meaningful Internet Systems. OTM 2018 Conferences","","","","10.1007/978-3-030-02671-4_4","Adambarage Anuruddha Chathuranga De AlwisAlistair BarrosColin FidgeArtem Polyvyanyy","2018","http://link.springer.com/chapter/10.1007/978-3-030-02671-4_4","Chapter"
"Software Architecture: Past, Present, Future","The Essence of Software Engineering","","","","10.1007/978-3-319-73897-0_10","Wilhelm Hasselbring","2018","http://link.springer.com/chapter/10.1007/978-3-319-73897-0_10","Chapter"
"System architecture and conception of a standardized robot configurator based on microservices","Tagungsband des 3. Kongresses Montage Handhabung Industrieroboter","","","","10.1007/978-3-662-56714-2_18","Eike SchäfferTobias PownukJoonas WalbererAndreas FischerJan-Peter SchulzMarco KleinschnitzMatthias BarteltBernd KuhlenkötterJörg Franke","2018","http://link.springer.com/chapter/10.1007/978-3-662-56714-2_18","Chapter"
"Using Metadata to Facilitate Understanding and Certification of Assertions about the Preservation Properties of a Preservation System","Metadata and Semantics Research","","","","10.1007/978-3-319-03437-9_10","Jewel H. WardHao XuMike C. ConwayTerrell G. RussellAntoine de Torcy","2013","http://link.springer.com/chapter/10.1007/978-3-319-03437-9_10","Chapter"
"A Strategy Based on Technological Maps for the Identification of the State-of-the-Art Techniques in Software Development Projects: Virtual Judge Projects as a Case Study","Advances in Computing","","","","10.1007/978-3-319-98998-3_27","Carlos G. Hidalgo SuarezVıctor A. BucheliFelipe Restrepo-CalleFabio A. Gonzalez","2018","http://link.springer.com/chapter/10.1007/978-3-319-98998-3_27","Chapter"
"A data model for data gathering from heterogeneous IoT and Industry 4.0 applications","18. Internationales Stuttgarter Symposium","","","","10.1007/978-3-658-21194-3_64","Matthias Milan StrljicTimur TasciA. SchmidtT. KorbO. Riedel","2018","http://link.springer.com/chapter/10.1007/978-3-658-21194-3_64","Chapter"
"Testing the Distributed System","Learn Microservices with Spring Boot","","","","10.1007/978-1-4842-3165-4_6","Moises Macero","2017","http://link.springer.com/chapter/10.1007/978-1-4842-3165-4_6","Chapter"
"Design-Time to Run-Time Verification of Microservices Based Applications","Software Engineering and Formal Methods","","","","10.1007/978-3-319-74781-1_12","Matteo CamilliCarlo BellettiniLorenzo Capra","2018","http://link.springer.com/chapter/10.1007/978-3-319-74781-1_12","Chapter"
"FedUp! Cloud Federation as a Service","Service-Oriented and Cloud Computing","","","","10.1007/978-3-319-44482-6_11","Paolo BottoniEmanuele GabrielliGabriele GualandiLuigi Vincenzo ManciniFranco Stolfi","2016","http://link.springer.com/chapter/10.1007/978-3-319-44482-6_11","Chapter"
"Multi-agent cognitive architecture-enabled IoT applications of mobile edge computing","Annals of Telecommunications","","73","7 - 8","10.1007/s12243-018-0648-1","Vikas S. Shah","2018","http://link.springer.com/article/10.1007/s12243-018-0648-1","Article"
"Business in Real-Time","Business in Real-Time Using Azure IoT and Cortana Intelligence Suite","","","","10.1007/978-1-4842-2650-6_1","Bob FamiliarJeff Barnes","2017","http://link.springer.com/chapter/10.1007/978-1-4842-2650-6_1","Chapter"
"Distributed ECA Rules for Data Management Policies","Theory, Practice, and Applications of Rules on the Web","","","","10.1007/978-3-642-39617-5_19","Hao XuArcot RajasekarReagan W. MooreMike Wan","2013","http://link.springer.com/chapter/10.1007/978-3-642-39617-5_19","Chapter"
"Containment of Untrusted Modules","The Huawei and Snowden Questions","","","","10.1007/978-3-319-74950-1_11","Olav Lysne","2018","http://link.springer.com/chapter/10.1007/978-3-319-74950-1_11","Chapter"
"Release the Beasts: When Formal Methods Meet Real World Data","It's All About Coordination","","","","10.1007/978-3-319-90089-6_8","Rudolf SchlatteEinar Broch JohnsenJacopo MauroS. Lizeth Tapia TarifaIngrid Chieh Yu","2018","http://link.springer.com/chapter/10.1007/978-3-319-90089-6_8","Chapter"
"Summary and Future Work","Anti-fragile ICT Systems","","","","10.1007/978-3-319-30070-2_13","Kjell Jørgen Hole","2016","http://link.springer.com/chapter/10.1007/978-3-319-30070-2_13","Chapter"
"Queue-Waiting-Time Based Load Balancing Algorithm for Fine-Grain Microservices","Services Computing – SCC 2018","","","","10.1007/978-3-319-94376-3_12","XiaoDong LiuYan JinYongHao SongXiaoFang Zhao","2018","http://link.springer.com/chapter/10.1007/978-3-319-94376-3_12","Chapter"
"Messaging with Spring Cloud Stream","Spring Boot Messaging","","","","10.1007/978-1-4842-1224-0_9","Felipe Gutierrez","2017","http://link.springer.com/chapter/10.1007/978-1-4842-1224-0_9","Chapter"
"Information Technology as an Enabler of Digitisation","The Digital Transformation of the Automotive Industry","","","","10.1007/978-3-319-71610-7_8","Uwe Winkelhake","2018","http://link.springer.com/chapter/10.1007/978-3-319-71610-7_8","Chapter"
"Diameter of Things (DoT): A Protocol for Real-Time Telemetry of IoT Applications","Economics of Grids, Clouds, Systems, and Services","","","","10.1007/978-3-319-43177-2_14","Soheil QanbariSamira MahdizadehRabee RahimzadehNegar BehinaeinSchahram Dustdar","2016","http://link.springer.com/chapter/10.1007/978-3-319-43177-2_14","Chapter"
"Introduction","Advanced Microservices","","","","10.1007/978-1-4842-2887-6_1","Thomas Hunter II","2017","http://link.springer.com/chapter/10.1007/978-1-4842-2887-6_1","Chapter"
"Draft Design of Distributed Ledger Based Peer-to-Peer Business Platform","Complex, Intelligent, and Software Intensive Systems","","","","10.1007/978-3-319-93659-8_79","ByungRae ChaSun ParkByeongChun ShinJongWon Kim","2019","http://link.springer.com/chapter/10.1007/978-3-319-93659-8_79","Chapter"
"Service-Driven Enrichment for KbR in the OMiLAB Environment","Serviceology for Services","","","","10.1007/978-3-319-61240-9_16","Michael WalchDimitris Karagiannis","2017","http://link.springer.com/chapter/10.1007/978-3-319-61240-9_16","Chapter"
"Agile Development Offers the Chance to Establish Automated Quality Procedures","Systems, Software and Services Process Improvement","","","","10.1007/978-3-319-64218-5_40","Marc KöslingAlexander Poth","2017","http://link.springer.com/chapter/10.1007/978-3-319-64218-5_40","Chapter"
"An Ontology-Based Reasoning Framework for Context-Aware Applications","Modeling and Using Context","","","","10.1007/978-3-319-25591-0_34","Christoph AndersonIsabel SuarezYaqian XuKlaus David","2015","http://link.springer.com/chapter/10.1007/978-3-319-25591-0_34","Chapter"
"Practical Design and Development","Practical API Architecture and Development with Azure and AWS","","","","10.1007/978-1-4842-3555-3_7","Thurupathan Vijayakumar","2018","http://link.springer.com/chapter/10.1007/978-1-4842-3555-3_7","Chapter"
"A lightweight decentralized service placement policy for performance optimization in fog computing","Journal of Ambient Intelligence and Humanized Computing","","","","10.1007/s12652-018-0914-0","Carlos GuerreroIsaac LeraCarlos Juiz","2018","http://link.springer.com/article/10.1007/s12652-018-0914-0","Article"
"Test them all, is it worth it? Assessing configuration sampling on the JHipster Web development stack","Empirical Software Engineering","","","","10.1007/s10664-018-9635-4","Axel HalinAlexandre NuttinckMathieu AcherXavier DevroeyGilles PerrouinBenoit Baudry","2018","http://link.springer.com/article/10.1007/s10664-018-9635-4","Article"
"Containerization with Docker and Kubernetes","Pro DevOps with Google Cloud Platform","","","","10.1007/978-1-4842-3897-4_4","Pierluigi Riti","2018","http://link.springer.com/chapter/10.1007/978-1-4842-3897-4_4","Chapter"
"A Lightweight Web Components Framework for Accessing Generic Data Services in Environmental Information Systems","From Science to Society","","","","10.1007/978-3-319-65687-8_17","Eric BraunAlessa RadkohlChristian SchmittThorsten SchlachterClemens Düpmeier","2018","http://link.springer.com/chapter/10.1007/978-3-319-65687-8_17","Chapter"
